llm_row_number,article_id_schema,sentence_id_schema,stable_sentence_id,stable_article_id,party_mentioned
12473,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b1ce06563c78b993221e7144547acca505e114b994eea821fdd909aa56fa615a,art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,republican
12474,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2501fe5d86c27437338f668ae6d6bd6c0cc59134bfdfc76e9a57654ab9c240e1,art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,democrat
12475,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a545ca474d9d85404bcb4440c1bbf5c48278b4a66c03bd4d6a481591feab0f2c,art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,democrat
12476,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b2a6a654f7b9fdf737eb9607eeff696fe47efbae87f319f9f533b9d9f7a3a873,art_v1_e2318b1d554332898abfbcca5e85fe0ed96565bc048e3dee08cfc2aba1874a18,republican
12477,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_225afbf822c728ad0935e279ce1f0b12888b2c5a53a13676627301c67409b72d,art_v1_35ed31188afe2076a081d954da89748a15eaf886d88656ec3e56ee24e00cc518,democrat
12478,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b7cd8344310c2f68e044553a16890b9943930a7ae389161fd0ea844703ec26b2,art_v1_50c9a6d3fdfe0a24309ffa2ad995e7877c5f53d70ddd3ad968961444c9f95e38,democrat
12479,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1e3a990b187516bcc5edede9f8faae64c9f03ea9239511b170b480aab7461e81,art_v1_50c9a6d3fdfe0a24309ffa2ad995e7877c5f53d70ddd3ad968961444c9f95e38,democrat
12480,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6ccf1dd1de787f38d25fddb75c75f3c09051aea2ea6bccfe506bdbbe54390b2c,art_v1_50c9a6d3fdfe0a24309ffa2ad995e7877c5f53d70ddd3ad968961444c9f95e38,democrat
12481,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a8dfa647c472153ce3e335fd957e4dfd2208e0290e5ab6e12b8ec34fbdcea662,art_v1_1aee84a6777935d1f00f9726ee91177bb64b5e3c07dc9f09e87303f1e4cb2b66,democrat
12482,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0ae3aec63ce0266765e03800e50012586680933b048786e7d4f8f0fe74b0a9f6,art_v1_b18fb86fe95ff27cf9a32da4ee0040193303825d1ef89b74e4931b752545d1a6,democrat
12483,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_893a79d9b7603547a92f2eaf8cfd24668b4c68a7eaaed4812359cf14e4722b51,art_v1_b18fb86fe95ff27cf9a32da4ee0040193303825d1ef89b74e4931b752545d1a6,democrat
12484,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f73247dba3e1e5cae1f3b1ca552e554bb36ed83241e59aece0dc65597317bf21,art_v1_b18fb86fe95ff27cf9a32da4ee0040193303825d1ef89b74e4931b752545d1a6,democrat
12485,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_589526e6f10428206ce2179d13b4f933ee2cf4e81940f0a7534c81731d1142f3,art_v1_7eb1fa9482c3ab50c9b817f16d8a2a9d80529d2125023eb763bae0ed0a0159d5,democrat
12486,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_038777e9c43f596358cdc82cbd1a95160239d1f7a3bf59970be28e2231956dd6,art_v1_6148a4bdf3509ee72fc83bc11401e0e80a10fb50374fe1f051ab543c18d79c5d,democrat
12487,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_175058f685038fe55808cdb2745f5da09ea49d04c7ab7a879ecba503184476bb,art_v1_6148a4bdf3509ee72fc83bc11401e0e80a10fb50374fe1f051ab543c18d79c5d,democrat
12488,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c8005f655e7ce87a9216b7a88181dac8ba616f3226f8c26abf5db48b4f3a0b32,art_v1_6148a4bdf3509ee72fc83bc11401e0e80a10fb50374fe1f051ab543c18d79c5d,democrat
12489,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5a7ed687f4276cabc1e18a17cc893c36c6487ce49d6b4f359549d0b6556e8ed6,art_v1_5feb7ffc06d13ad9b90c9a6059332c52625cde360b42d6faeee712528a5bd010,republican
12490,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4c117f3a1e9b7217a6ea3c42867cd38f2107a935fe919cd58f9c24e87bdd72d4,art_v1_56775033b41fda8a72ed10d3aa66314a7f38aa737884edacef90a13c32596956,democrat
12491,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5413bea10877290a61a161f331060664bab45960ec921718d4d0e1d3d2c82590,art_v1_66bb9fe2450b5567ebadcddf495dbb2ac2df7d99ace824d276827cb401268a34,republican
12492,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0427cb87d91b24cb1caee26af658cda26b04247893276c080a4c656c57976093,art_v1_66bb9fe2450b5567ebadcddf495dbb2ac2df7d99ace824d276827cb401268a34,republican
12493,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b42f578df4d2afc9fae79c6b234aec03f9aa1020f31fc03fdb7a38ec1a8ef131,art_v1_66bb9fe2450b5567ebadcddf495dbb2ac2df7d99ace824d276827cb401268a34,republican
12494,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_98bc5c5175dbae1cfaad57c97accae28f4c81a1a1c63e86bc16f6d5858f6dd50,art_v1_66bb9fe2450b5567ebadcddf495dbb2ac2df7d99ace824d276827cb401268a34,democrat
12495,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c6d732909fb91c98a0b84b1ecd759d8d34306de9331950742d940a0a5139299e,art_v1_820efafc6f6d388bf41f6ae621221fed0cc54ea63df50900f0a7714f96415ca8,democrat
12496,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dd09effd7f4201f06e7201b0b1d22f138079cc14b54480dc2fcb7fd2861b91dd,art_v1_820efafc6f6d388bf41f6ae621221fed0cc54ea63df50900f0a7714f96415ca8,democrat
12497,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6bcc8f407c9c395678e919d0f966765c855b70048054e340b18124126294a0e0,art_v1_f00eb16346d56d6eb0293d527ae7a1e46339f78f96e8da62dd3da28bf24f1453,democrat
12498,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_088092af29d6d548e56cb68e30d356ad861a99046f37013b3c05aed127ea8885,art_v1_2837c9fb041b6f74e2d8db2bee34392fdec73e2efacc50f4b8b52efe6f4b3a69,republican
12499,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_27597a39622b31cf049ff1a80f724d2b554677e8e9f36bcd7e66001cf033eb3e,art_v1_2837c9fb041b6f74e2d8db2bee34392fdec73e2efacc50f4b8b52efe6f4b3a69,republican
12500,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3bade1135dc4ba650b6d558bb6a36da55ee84146db1a8c9650dd1d3a08607559,art_v1_2837c9fb041b6f74e2d8db2bee34392fdec73e2efacc50f4b8b52efe6f4b3a69,democrat
12501,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fda62e2c42e4dc0f43e2097922d29e4a0567aad61973273979ccda45320eef57,art_v1_541b169b012d2225954198f4bca30bbd06cc76cfacd9dff1ccb86e4b2e2952ab,republican
12502,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a060eee3d948de69b760e9cf25e661ce8ddc1546806566935f6bae4985596351,art_v1_541b169b012d2225954198f4bca30bbd06cc76cfacd9dff1ccb86e4b2e2952ab,republican
12503,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_67a44048ab808c276b93f61e90a1ade812d50d48b494331b546d389d1d782e87,art_v1_541b169b012d2225954198f4bca30bbd06cc76cfacd9dff1ccb86e4b2e2952ab,republican
12504,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_32ed9678221b6585ba85ca0b5365d22c7c3d4bf9ac6f0e3d1ac4ca25b4d964c0,art_v1_cbcf9d6c25ba7a4fec70320b364fc705ee4afdb767b3955215d42d3f015ca80f,republican
12505,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8e5848747ea4a6e8422a4b04abaae3bec01eea898f2206d106e0f89cfb8377d6,art_v1_cbcf9d6c25ba7a4fec70320b364fc705ee4afdb767b3955215d42d3f015ca80f,republican
12506,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_66382e700a6920d9c8cc1d2834757108755a0715f07642c676befd4ad94339cd,art_v1_04e690ce9ac751cd39ef2c00e38bdba29dde1d36dd5aa2bbf135e7d90f050471,democrat
12507,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6af164afac503ba41ae9af869353cd3dadbb522447b0185b537d22027ba14fd5,art_v1_0c4fdde94dd565b9b474bbed259b277c851c9a415462acf8c4d37e0cf26e3a49,democrat
12508,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c0a3df2e855c3993b2eb2bf73584440c9b30f469bf28aa6ee59b1fed27aa000b,art_v1_8732a9b87a36145c8268196c35071709e7e601078a3c6e44fb505824bdc825f4,democrat
12509,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_105d6b02d26e5665d0adf0716d149bb20574d87201cddede31ff5df37c58227b,art_v1_8732a9b87a36145c8268196c35071709e7e601078a3c6e44fb505824bdc825f4,democrat
12510,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fce566011bfebcde40749c23ddf258c9b5733bfac81dfb5126bf39f9cee15eb1,art_v1_a62f58a251e94407cfc8707965d3874001f09ea962417693cf474908797b25db,democrat
12511,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f8f10a9f047c49433a405d782a54add3c0cc2790bcae255f4a1d7b97ee12f3e3,art_v1_895e11013297ac063461ec9c5a0d2b76aefdb294defe391ca7fe83f452489c6f,republican
12512,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_487069058a00ef7749facd4cecfdea02ed8a0dca9f5c792c028c575c34cccae3,art_v1_895e11013297ac063461ec9c5a0d2b76aefdb294defe391ca7fe83f452489c6f,republican
12513,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f0802b6c97f5a8a3de9e30c45bcc1c807c0573a2ccd8618c5912d27ff62c251c,art_v1_895e11013297ac063461ec9c5a0d2b76aefdb294defe391ca7fe83f452489c6f,republican
12514,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_12beea3fd7c2a56a34f3d35643b79baf70a2fad7c282b80c0a75893872c91db2,art_v1_9c5db09823e204aa5e6cf3c5992a8c46a641b9de61bf40a66258a6d9b938fbc8,democrat
12515,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_73045a5aeb263927e68467f27f867cda88dbcdd449550460a5ded5dd1a27e71c,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12516,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_749e0e6d63704391f2324c8e2d4233314f69717003cc980e081982b2f9381670,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12517,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_361b1463e993a302439870a108b540959cddef800b276319daee87d4c08ce1f0,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12518,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3ad7743595e31cc0578713839f362afcb2fc9d269266b788d72bc171f3c4729b,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12519,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_31798bb5e6dd2c2847fc2f116b72a8d455238b7c53fceed41193c952ad77c3af,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12520,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c1c4f713201cf325ed217aaf009c93651072239cfef3ff318996d62d8742890c,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12521,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_eea723d315873fef6a66b5e95ee31c5d4596edd9aeaaf448acb0f2befa5f9a9f,art_v1_049e5dce044ccd4f474dff893c3816657f89f6a737b9f383c221cfba8f211cff,republican
12522,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a37dfd2c503241ddc8794bf6cb635459830b5288ffad21f1d96a6ce7c2365f98,art_v1_f0712890cfb0798d417f4221abc85b0a6a81de210670f7649a95a10eaa21dd8f,democrat
12523,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_cbad1150c7d40ca164983cd21eb8d74e293bd6b3f5fabcf2e63081ec49569a16,art_v1_ac2c23a1a6d87828d7dfe6081ae2e4c3bb50dee17589760dd5dc1869ea866cc2,democrat
12524,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_18c04e1adefce5430dc10bf70c2d7c6123ef2ed6dad425ab3129de77b99cbf3e,art_v1_ac2c23a1a6d87828d7dfe6081ae2e4c3bb50dee17589760dd5dc1869ea866cc2,democrat
12525,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_84e8234f1f2085919c4a4a1082517d416b6d80bb5c431cc72184621d2cf07f05,art_v1_a0182231c6b5f5f18feb2a792ff2d1ac98176609e7425a37f957f380f78db459,democrat
12526,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b30f8effa168e208d7faf05597254a6e0abab29c710a576bb210185e114c6492,art_v1_a0182231c6b5f5f18feb2a792ff2d1ac98176609e7425a37f957f380f78db459,democrat
12527,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d2ee29b3cd4b6f9f03878e223175860d2ac488f32c23e5f8b2fe212610ac5b82,art_v1_55f17bb46a25858ee775ecfe0b6bb22002a8e4d4fdba89339f74daeb65b73870,democrat
12528,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5053f96fe7ac60fb3b9a5138156cfa6c1cefd4aa7bd77c71c459348884d30597,art_v1_55f17bb46a25858ee775ecfe0b6bb22002a8e4d4fdba89339f74daeb65b73870,democrat
12529,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6b867bae55fa804074458b037139ccff4e200ff9a920016b5e27156fb18cda6b,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12530,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_03e88ce8f858e04479e588d9079832e3b1972bb07b7afe30bddf5789586f46ec,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12531,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_518ab456c5e1204081d49bbccbe4eee99182db4e2074c12dda6554d52bd221e0,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12532,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5914c8dff7f14aee882d75cf6c06cf345dc6e4043c44bcaad5b97a6dbc658a89,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12533,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6f3f15843ab4bac05cef0e2d74d3a188afa8d4d064a300309abf67fcc9632ba2,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12534,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1ab2bd2b3570d8fb7ec857cfed7bc75da61b8cd2c62de187055e77bf8785d9ff,art_v1_5f1d2f32fa4ba025c4e680193c1b953da5131945acc3432554823f363c851963,democrat
12535,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1b027f0f6f1403e6d095c7cc882fe49a8fe09c0616a2f4e49058eecc616fc3a5,art_v1_eb4aed0d9046981fc5a17eae8248f15434fdb0bf1799f6040232d2bdcad19d2f,democrat
12536,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b5bb8bb3e48324247a4b84057e0da79700804a9adb37dcf0e475e81ee7add706,art_v1_6182823c8677341cbec636f12abc0956bf6069e6df0e907d0ad2d84211449989,republican
12537,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a12a0a278500274a4a8b9dbf7ca1df7d8f4cadb0aeb1274037146da1d7a9f889,art_v1_6182823c8677341cbec636f12abc0956bf6069e6df0e907d0ad2d84211449989,democrat
12538,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bb080a12b7296f2eced779e9e4eb20a0240d2c5fed5a336c28bd197ac5858fa6,art_v1_5c82bab43382de0becb1b5100e1583e6a4d01cbdfc8bea68c710d7c2bd4d15e2,democrat
12539,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2c21376fcd9e43975bac04e3ad522de4d29bde5f04612d7814a9631697da6869,art_v1_a74beb383f89ad8b1d55319649e45f1acb6b83c94b0b5bb53ac4123162f5cf59,democrat
12540,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6d5f37fe3cb64cd99fd134d3dbf5b3a3a957636a78d6befb1ac82472cb834f41,art_v1_a74beb383f89ad8b1d55319649e45f1acb6b83c94b0b5bb53ac4123162f5cf59,democrat
12541,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a799463a0595ed1f283af28f1537da147e5b852ecf2dcac015559fddfb91c638,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,republican
12542,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ee2a035ce12bef03baddb57e8ddd630269c56bc0a59a919227a4796a8f7d9011,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,republican
12543,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f20958bde866486cb906c7241a49ed9f96ee3eac5e43e7a5b4b3f36d8be0d5fd,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,democrat
12544,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4b18e090c17e2097e0ffb88d7ae71c811679f56963d9ce8bf8b71b4e029eb913,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,democrat
12545,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4129d429f0e98caa3929da1cc9d83c78ea021298e9e1591254f407e35d608c29,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,democrat
12546,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_06aeec0e41c342dafcb6b5d7fb45b947964ff7cd19c42c0150b36a4f1d6ad884,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,democrat
12547,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f221c4e277bd7a76bc5fdca4303a4e9b58b4b95ebf80a937054cc81521f7332a,art_v1_b8a6f74eb6441b1cc8e8409b565374c175dcabd6ef837449965828ae26a7a294,democrat
12548,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f38511b7617deff27d9c3a2623447175c0d44ed8a9e377824e6e48aa28732ffd,art_v1_4fc0f1a21c75acc4f987e8d46192a2cfbf05cc962b451bb57233d550323d1e65,democrat
12549,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_623721c87c96832c92b2fc3f0a1b2dfb8754ab8966de1f06ad15783f49f913f5,art_v1_4fc0f1a21c75acc4f987e8d46192a2cfbf05cc962b451bb57233d550323d1e65,democrat
12550,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_adba29bd1174dac1029d0af220a6994c1cb9216e0af7abbdba3fa1089ac6bfb8,art_v1_7784449474e858e9bf7bc00554e2fbd8cd24b39df19d638c3c834ee7502f63a7,republican
12551,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7b3cdd167d14ca5b04c2762ef5f8c10e85445874654c164473558c7b415272d4,art_v1_a5d415db518501c6fe086c25f35fc2a95d93969923c9de1b2beb9de978ee0615,democrat
12552,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_194708b772596aab3442a8f63ed65666bc0eeceb666b64c303930ffe37138138,art_v1_a5d415db518501c6fe086c25f35fc2a95d93969923c9de1b2beb9de978ee0615,democrat
12553,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7565eb811f95d77b1543cb4784d5dcf4b60ef18d9f44af2d25b7cfb28d311c7c,art_v1_b5eaf8b5f4c15f145c6adf2fa26ae51475ae7e7eff33da6759c496b121fa1e5e,democrat
12554,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_129411d53eaa2f57d84a51a2a06ce3027ef17b60718e33f9f38aabe0e37c57c5,art_v1_2bc183414c95f3db1fe1cc82dc394a0b5d61703622d884a43bb88acf9f8bb8cf,democrat
12555,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_657715ed4a30d2ffec895d9ba22650984fd958009f86e6eafccd03e086760dea,art_v1_e7d8ec884bfbde2892728dee661e87d76a8f5c77006fa0f269f5b942cd57a3ad,democrat
12556,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_19a7933d65483fda87d3462ba8de2a82cac9f7d752954a8e40e8b7fb2a7bac20,art_v1_eea52dd7e703773a69941b040231d782d575dea5ad5db01881f36811296c74fa,democrat
12557,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7cb9e05a02dabeca9416dd9f591d57976a10f4f4509102b5c441fc819a2c2de7,art_v1_1d5adf5b065bc5b3d5aa9efde895233d556bef6658c31816f7d4a5f1199ff650,democrat
12558,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5849ab8f29f320bf8d1a970771ab2bc2730ca8064dd94b72b6753c75b08614c8,art_v1_820ba4148f1c9d01cb57ce74b0592fbf154fc03bff2b84bd1267d840e3ecf728,democrat
12559,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a4bdc6759e26b11aeef64ff7ca604bdfb4a5ed5ec0a1a75ba629d9795d5d97ea,art_v1_820ba4148f1c9d01cb57ce74b0592fbf154fc03bff2b84bd1267d840e3ecf728,democrat
12560,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_81e0354e9d39a935c9ca64852e5622f4d806dd04450c3d83a87a265487d9a018,art_v1_6038c53545be281848dce7631b3e9641d1542d9fcb4ea965e7b70edd9c273e35,democrat
12561,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6ccc2a4d719a550a684d6e9b08185333f567a20c559801a978e0fdeb7626d777,art_v1_e7dcfaec4bcff55021cf0898b2c3cefe197b33a89e2a0697e01378998d3b65ac,democrat
12562,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ded3e5184481673efb26e4fab0359b7b21d3370daf3e2ff963639303ae2e9e20,art_v1_e7dcfaec4bcff55021cf0898b2c3cefe197b33a89e2a0697e01378998d3b65ac,democrat
12563,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2af5db1d75f0c787c65c8a54156a3b84a27714ae288674f5d9eaa55a48cb24f6,art_v1_9626d63dcbaf8a1f0b281515f300a2a17652e09fcfe1ece16a3273f48b01e539,democrat
12564,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_de398ce8bcf01d2c2da58fb3ead719098499a649a5208475f36734d9442bd924,art_v1_354c57431d267e17414032456f632994f4ea7e8af8793ec943d799f1f6fd2c6f,democrat
12565,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f0e807de3af87493965458f53706661df4483a1ee8bb168c6c5f80a12cd57ace,art_v1_0c93dc9e467bdf3ff9f12269d7dcce35fbc468f5a73cafcdc617c1b087c5a579,democrat
12566,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_92d3e38d9473e9d5bd2668765fc44fdd9055c22abf3fc4e5e56b6e4ee2841243,art_v1_0c93dc9e467bdf3ff9f12269d7dcce35fbc468f5a73cafcdc617c1b087c5a579,democrat
12567,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b89b0cca6898308db1af0d27e11bff8a1a2b180a7acaaa8b388e375650befb1b,art_v1_27bf2c759eff6250849e8550420d53dcb9a3a10b2660c1afc26fe763958d9888,democrat
12568,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_453bd0b83121f020d413ab7668709ad84ef9a58186853e19c96f1f39448a2624,art_v1_a8168865d95ec398a86e96810754ab6b332706358f9b939639e346745f922019,democrat
12569,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_841eb66a3d61a33e0f0b8bcb451ae3011cddae3621b81f6a7c282828092df748,art_v1_9f9991f9ab050b064c3d68ddfe19d8efe8db104f65e4e49b41d6b7460d87748c,democrat
12570,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bebd86d311045fab887e0b3f15c2644b1b73b128429421e3dfb78fc290f16666,art_v1_11adbb0d9ce701099c1b9fe902da16be38c218fc68801fba0a65f2f9533e09ad,democrat
12571,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4a38367041d67f756268242c49648e1534f89bb595e1fc9fee9c8d3eb1b967f2,art_v1_6062d32ed2523a8ab3ef07802d4e42e9af946b8334f656bdb141716dcf9ee05a,democrat
12572,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f6117787e6296b043a061c8006b4ae1b44cf084adbe843ebbf9f931227171b88,art_v1_e4333d7f6f8122609090774891072375ad173bb3e24388872b4735aaf4153460,democrat
12573,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_69b5ca0bb1a8988cc5f917362b5661e048f158aef466e42e3eeb9c471a10f3b2,art_v1_9a858fd3a308191513f17b11d3abc0b9f7fcf0caf17304b1f30c6e51c8e1e51f,democrat
12574,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9ebf3a4d84eb26e4da97b3125c2be89deba1a5696a6abca04993dcc3df15b73a,art_v1_9a858fd3a308191513f17b11d3abc0b9f7fcf0caf17304b1f30c6e51c8e1e51f,democrat
12575,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f30816d6b9dcc6435f5fd2f0d95a956cac6d11b938821cda4c209226cc393901,art_v1_42a1d9e523a19a8e8f5a9db7fe01bdb48125a660662aa23c9b2cf0b558e538ba,democrat
12576,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_df35251e6298c74625964f55af870438ec282d037f9dffe655f24b38fb66aea0,art_v1_42a1d9e523a19a8e8f5a9db7fe01bdb48125a660662aa23c9b2cf0b558e538ba,democrat
