llm_row_number,article_id_schema,sentence_id_schema,stable_sentence_id,stable_article_id,party_mentioned
12364,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f5e4c47b631e22244b39e422f7fbb2c67c14cc1f130697cc4c4a9b6131375f34,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,republican
12365,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b162435c42a5604181f1f73957c2ef7f7c8de56ead231a6b4c42d38fced6db23,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,republican
12366,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5f789d04792b5fee021c47c92e430aba9bd62c8b522e0f610d28f95de204e347,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,republican
12367,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e8f74bbf303508b99b1c6c908de1002e4213b8f88729a99a4975f3e34fdd7f0f,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,republican
12368,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fc69e8e1774503b152bf588404a549087926cbcdd90fb766123d8da2f67076de,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,democrat
12369,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_750c0c47d6df4ac9f8d14f4e6bb2b3725d2c0d4ebe9c7e580d51c889e9da88db,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,democrat
12370,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0a77d841a026813ea272c82e0609f275cd7ab56fdea6b2e74ca6c94f9194a66b,art_v1_7fce23c2721f45122e83aeb251fc75aa41cae2f4fad5903b0fa6093b41f055d0,democrat
12371,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4526cfee7e3f50d51921d9a003060ae85d5f3c38c42e96031c16643c090bdba6,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,republican
12372,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5b7b5683c77c77cb05d245b26c4953f1333b9184b8ee9936ba84d4f96bca3447,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12373,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e6d92ebabcb045849e73b48f8e76075e2116b2c35aeb6d58dcda77806a639ca9,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12374,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3eb2f339cfe293b21e3f87e83aa2f643adbbab88b41ded9fea2887ef10de2f7d,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12375,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4d3b419024e48401a817a02a79576449b5173728f2be743b8825d2975ad75633,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12376,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_43891f079a10f93cbe55d9e376a5eb37e16e4c931ab38aced539d16788eada2c,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12377,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b4ed85d517d0a2be0d09b832f7bfa34e4d8b5d25b430bde1e6da49710b6337d7,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12378,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bebcda1f75c2b0525ba2f0fa6380f8a6801b456953077b1493fb534b8c6066ed,art_v1_8bd683df4bc3f3b14a0cfa401e92468880ed957532df7fc710529b1d0adbae1d,democrat
12379,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_443ac9590700a9a7a6b1f887c4127c271ffd61a0d8197ef07e54557f70f3d0ad,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,republican
12380,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_73350b00a0d16cecafbec1e0771932b9c3a2c55c059151f6b9e78bed8e3e3dfa,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,republican
12381,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ce42eddd68b181739d0f693adb063d755c193eeda4020c54241b8394edc22ed1,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,republican
12382,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_81410670b615ddf9022c3e45abdc65be93deb7ef8de670dcda5e70c594bcde15,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,republican
12383,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8dc5a5f653a8ce0fefcab3bd0e8b21a3324351155d0dee87ae5e17074e6030d9,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,republican
12384,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_73e2c2b86849353cf78f2f0e2a2347cf120c4c343c6ef3df15ae71a1cee84706,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,democrat
12385,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fc193f7a0313849f46904f3c1c7b17b7fdf5ff8d1278f8df766a4fc1fe3bb8a8,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,democrat
12386,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b6499daa53d573f012835e923da32715ec65b16c6962124c616be4415620c10a,art_v1_295c17c47fdadc7251b6f055dee12fb350a4af56e1ee6c9f85e77cbb82d3bfbe,democrat
12387,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5403d366b7c8346fb5f11b51f490f283792f49b99d44a06cb105a9599df531b8,art_v1_12655d55d256a41637845e06fcdae7bc3ff5aea7b5e27bc82d115820695622c3,republican
12388,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dfae55a863292a148af6885d0bbf8bc35cc01cd9a1aa130455bacb1a03e8d4fa,art_v1_12655d55d256a41637845e06fcdae7bc3ff5aea7b5e27bc82d115820695622c3,republican
12389,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_998607cc706e02cd5780dbd5bbee10789da4e4756036b164af0d5b71986856a1,art_v1_12655d55d256a41637845e06fcdae7bc3ff5aea7b5e27bc82d115820695622c3,republican
12390,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2747d4b06806f235b98b7423778514cc9bdc41323dc26dc27c21f689731011fe,art_v1_823ba5f4d8036b2562ed401c16009e3d0ab4bf3e7ff1c43de7a41db0bb654b2d,republican
12391,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b68076efe4da3dd3ec5d602ab70a0f9e0300234357575b1eb101d05695fb278d,art_v1_823ba5f4d8036b2562ed401c16009e3d0ab4bf3e7ff1c43de7a41db0bb654b2d,republican
12392,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_244472cca05392b73e98a47a9e629639647a99a02e2a7e312e6b371e2426915d,art_v1_ac08ea55322c7940cfe881e9cde69d671fa00d5423ab1569818a640a7b714ab9,republican
12393,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_027becda90b83eb0e3774dd513763da97ea4b6e47070d4f44e2df848926f8aba,art_v1_8e5d6eb3dd819f3a9756b4ea8080b526b0e05842f8383836643e2da45c670d15,democrat
12394,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_19abf33b1f07bc49f0af04a43ff38f67407b1d5f11306de2eaebb2ce6a4a30b0,art_v1_749f2a20cbd7db2720521cacf361044f507cb5b51de0868f0826d2a06100614f,democrat
12395,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ba3ae1df6ebee20d32f5dee416acf47692a43c5493acb0a45bf30834fd098570,art_v1_1c7111587f4c51e87ac11ded6472682180c1f591a87081fff7e24284d4a14ff2,democrat
12396,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5444077a616d9a87e7bebcb175f9badfd7b5f18cea661e5c47761cef94704527,art_v1_1c7111587f4c51e87ac11ded6472682180c1f591a87081fff7e24284d4a14ff2,democrat
12397,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_22d33ad8aaa3a69c8bb58095351726894ecbf2011291ae65f974085ac2f44d48,art_v1_1c7111587f4c51e87ac11ded6472682180c1f591a87081fff7e24284d4a14ff2,democrat
12398,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_34a3377c0d98d5a2372ee63b4369c44ab1bc3ed331df9c90343375e2eb0613c6,art_v1_1c7111587f4c51e87ac11ded6472682180c1f591a87081fff7e24284d4a14ff2,democrat
12399,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_49c43e7de4ad720609a8b5196f19ec70180a138e2a10029d760807573ae1498f,art_v1_1c7111587f4c51e87ac11ded6472682180c1f591a87081fff7e24284d4a14ff2,democrat
12400,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_644bb2fe56b1420beda7640da0ad5b1fff2e2a005e31bbd25b0ea10671ea7a99,art_v1_da8bc1e1624508a0e692ac998e67d8cdcda195f4df77c87812cdb42baace4216,republican
12401,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bc68facb45206c6fe5573d2cd7e66cc37e2ade4e0a65d7fa6a5743330317626d,art_v1_da8bc1e1624508a0e692ac998e67d8cdcda195f4df77c87812cdb42baace4216,republican
12402,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bb6d09dacad74b99d3ca9d0ef4e9be2f9b594e358361f9a114551402a14e1149,art_v1_da8bc1e1624508a0e692ac998e67d8cdcda195f4df77c87812cdb42baace4216,republican
12403,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_08fbb41d2dd71b936a0b83a950800fea65f7854311f278a7712a70071a34d3f2,art_v1_2e92e9b07ff437ce735729d900b545b61c7554505136dc009ad53608d3db98ba,democrat
12404,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6bc83dde7197119b16a8d420d68109e4d9195568047e21b5013f1dc1b22736e4,art_v1_e5a1f3e6043022f8a7aa189c46769d2fb1c76b3e05b2d53fc96001a9dbf5502a,republican
12405,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d5fede0fe0b5d439e5dbe543f838ae511d2ed539bb55beb15c6655a5a39f9941,art_v1_e5a1f3e6043022f8a7aa189c46769d2fb1c76b3e05b2d53fc96001a9dbf5502a,republican
12406,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f3938cd75b463a47df0bad66009b242d387823410c8121ea37bc799268cd336b,art_v1_e5a1f3e6043022f8a7aa189c46769d2fb1c76b3e05b2d53fc96001a9dbf5502a,republican
12407,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_28997e01ae88b47916c31a615670edd5ed934c456dc9935e494d313593ebabaa,art_v1_e5a1f3e6043022f8a7aa189c46769d2fb1c76b3e05b2d53fc96001a9dbf5502a,democrat
12408,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_00434ffdc8f52120663aeefb405a242dc568699194dc55cbcbf464441406d24e,art_v1_88e2fd1955410d169a82a76bc99fb432929c6766fcf738e448cc15bc873305d6,republican
12409,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1a82d88e4c7ad233579f0698525a9ed42ad35c25879173eea02b469095626416,art_v1_88e2fd1955410d169a82a76bc99fb432929c6766fcf738e448cc15bc873305d6,republican
12410,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3a394b6c35cc2095ababa797838d503667a46bfae6d0691f4eb35c0525c3b169,art_v1_01604aa5c6e61aacea0bfeb1c78e52e2daa00a1114f856e077c7c8ea89d4a26f,democrat
12411,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6966126960a687fe5045682d5ed10fb9fa7b910e35b25c35cdc08099e0e86a70,art_v1_a44ba7d6b16f6deb3036f365604dc9774657bca6e6ebcb9613f27b09ef7f91de,democrat
12412,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_552400e1a3a48b1b136f548cfc2e3a16c7581ed9f06226d6a6d1aab7a5db7a2a,art_v1_60597d5742ad6d9c2a90ee475fbcc026fdab7540d260f4cd3e16abbd6d6cb686,democrat
12413,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0e01d03ed202ddfe372807fd4ad50fc29d398bb7b72863ec317a68eccaa74840,art_v1_a8dcf1c29158ef52faedb253c55aa28e72796d0b76f544bf61803c2db5e7528e,democrat
12414,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_52d3e19672455589fb31d2340d4ca80df3210c7f64082dbfb2e419295a616414,art_v1_80103bbf051fa0d47c40b2bddc9b7cdc10d7f89ec440fd5cfa54ab7981757fe0,republican
12415,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a4f278a0e806cc6ec6d06a7a4d3de6189eb22a41d94cd7c83783ba1032e037df,art_v1_80103bbf051fa0d47c40b2bddc9b7cdc10d7f89ec440fd5cfa54ab7981757fe0,democrat
12416,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d6e30ccc6c120dea0a8556ce7ba8be850227980322b0683ec305ddeda0be970b,art_v1_80103bbf051fa0d47c40b2bddc9b7cdc10d7f89ec440fd5cfa54ab7981757fe0,democrat
12417,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dba3154839302df3c6204b6990f5c36b93e8eb3442b5698f9f786ca43e4bc3cb,art_v1_80103bbf051fa0d47c40b2bddc9b7cdc10d7f89ec440fd5cfa54ab7981757fe0,democrat
12418,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_239213ff34727a905831a56451f712b8e04466dee1b760c4e6c0a5c376c239d3,art_v1_b272bf938a6aab51cf97097ca4967ce4f2ee01a73f9c2b737554f70aeff364d5,republican
12419,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_41a29f6b3c22318b8da0ff3983c6be973d44583caf30e66b10d5cbacda4b7c68,art_v1_b272bf938a6aab51cf97097ca4967ce4f2ee01a73f9c2b737554f70aeff364d5,democrat
12420,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_22fcc402f56dfaaa5cc2b9d0f830fcaaf217b3a7e6f5be79a0e1f9b56f3298a8,art_v1_b272bf938a6aab51cf97097ca4967ce4f2ee01a73f9c2b737554f70aeff364d5,democrat
12421,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_16255a8b7a0f80c5a50f2c1fd802edb0e4ad98c569d58bc7ad67177ce898796b,art_v1_81ad70209303fb710774a8b29832dfeb424b8d0cf85bb477bbca14793a4df937,democrat
12422,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5245889955f830d23abf356b6804fa3c4a76c21421d39bc694ccbc2da7445955,art_v1_9b663b53be3f0826d039e3384095d20893ded52fae4db3f9c293a65065b2d9c7,democrat
12423,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8e8e641f89aa234709794d308669a27b9be9f5f495ec439f54623dd5ca70c18b,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,republican
12424,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_85eedafa02ca254fddb1962c2304b5dd9699e41120f98fcfe817607afae25970,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,republican
12425,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_34b19db2834e2a63daa4c85dc5861444bc1fabc400367e0d89a571c24a8ac002,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,republican
12426,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f7605356c7069bf208d2694f7550c3d662f769baa4cd70bb619a9c311a2d6dba,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,republican
12427,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_842fffc7d3f384b4f9c8e6ac73c2adca44b6e6d8f01294c5a561e79b03fb8c8a,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,republican
12428,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8c12ea56d6660a1cfb93b6d7ef690702f593bb3480fe780d9af3d54acdc8b6d8,art_v1_9b39f8972d7b9b4cde9301369e8258d0c0e6560477ff468cbbcca049c67c934c,democrat
12429,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_32272bc33ca2dbbc93407e9c2d4d6262f751f60073300e4f688663f070b12b65,art_v1_ffb82202efa1ee766b15e455b3167e4a26a9c8be21ff27981f7620dc1f4b76cc,democrat
12430,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fb1f36ee622aaf6b7d8a24a134350144ea8a90084f2fd09bb96012aae77c55fe,art_v1_758137dff083dd968ccaa91d116715244b45098a932c43f0489d5b8b1879c7eb,republican
12431,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fb9406a9d76b8d460e65fe673403292af2a6ce51f14baef6e865fab67bd0cfbc,art_v1_758137dff083dd968ccaa91d116715244b45098a932c43f0489d5b8b1879c7eb,republican
12432,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_537a086e1392bc3394b639f10a5f9fa1f6b5a8b6467f615912be6c55001c609f,art_v1_758137dff083dd968ccaa91d116715244b45098a932c43f0489d5b8b1879c7eb,republican
12433,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c4159e91a86426c886ef47f3288bdb4377be5a0f972dc46dd72592cf6782cf50,art_v1_56f09f829974f806cb69b3bc88c03516562e096c995be7f07dfac131db4e20fd,democrat
12434,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a46fd190d632f7c2eb1b1251566970669114a5446570bed85d3f32fc426edfe7,art_v1_56f09f829974f806cb69b3bc88c03516562e096c995be7f07dfac131db4e20fd,democrat
12435,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_60b5658d5453c7375705058c28e5f891e0b6da7519bcc76bcd2fe7c3834eac6a,art_v1_8130db4025f789a182c14e3b126a5daf40d0afaa2d0bc2528ca9a79371492072,democrat
12436,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_20f1f59a00707e0ab885f9e448601b4b18857794188af8ec81a03aa59c0f64de,art_v1_3cfd53666097f8daf66ea4473131338b78818aded325e5d7fe6ab72d239b1a3f,democrat
12437,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9749030b9ad51e4103ae1c719a1620698307bfe5ed8d0493b1ea10679d4b7d48,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,republican
12438,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_85fcf1c2e2838dbcef646addb72ba6b6d4388cab10937a428ab6f52e99aa237e,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,republican
12439,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bb48cba54d88c1a5539d94cfc00ba2e3e3ffd25b415f9e92a91d30fd40f6da5c,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,democrat
12440,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f7b4ad0298e946a8916354658b259c246a30d7a39ba0281eca03a18e9fdc378e,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,democrat
12441,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f0d31e4b06c5ae2a17386a374173835517b84b5b827a573616046159abbc1189,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,democrat
12442,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_987afd133ab46a47d16eaad51b57b536e4101f82ebca30a1efb91078a7381382,art_v1_517cdb88a4b4408548c225dc843e5e828894ba410062236a8ebdd09f9f76a32c,democrat
12443,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3dfea2d03b50d263c3699dd61dce45df82191cd3ee5ea630a687cf55050f3018,art_v1_71deb716479f8f6ede1f3dcefe8ccc4e30db44cd52ad631da6cd5727f0e9bdde,democrat
12444,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_26d8df9ef81e3cabe921f95dd1bb62c75e985c4c5b7c5788eaac3e577072cb7f,art_v1_f21273b471fd806072fc7013ea9d8d9d10901d067ac2f0c7eb25f4f068f584ac,democrat
12445,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_878197d551aee39e1f5a2f2677bb94d70e2c1e285bb636db59c2f77578314a2a,art_v1_807e03aeae817f99186196fafcc1b33ed17eadc191b73ff3112e50d565da3d00,democrat
12446,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5710d152ca7ca886ccba30426105eab20ae93b7dab3264332c2c68f86e0c5adb,art_v1_cdb87d1f699b12b3c8754f45f7980a3c024c8fc9d47c35bf5e45ffd569405c1c,democrat
12447,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_854dce11f4f687de2fd17917fa2a1096391da0c9213157a4efb130fe73818b9e,art_v1_cdb87d1f699b12b3c8754f45f7980a3c024c8fc9d47c35bf5e45ffd569405c1c,democrat
12448,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5c415527c3d475c67f340b3d27f9493678a4de8ee776280ccad7f1ac0b1465d1,art_v1_77b174e47a109e4988eb19ddb14f2d9c8f84a1d41f7b4dddfdfa39325b570e65,democrat
12449,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5aa315afaca7275fb52c6db4eccf688888b40fa983d6615be40f4887f816d4e7,art_v1_77b174e47a109e4988eb19ddb14f2d9c8f84a1d41f7b4dddfdfa39325b570e65,democrat
12450,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1e51943420180fa8df836d51c42fc1c0374a329a07a028faa42def78db44961f,art_v1_77b174e47a109e4988eb19ddb14f2d9c8f84a1d41f7b4dddfdfa39325b570e65,democrat
12451,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_03d90333b34dcebb30360841f2a459a7f69e11fe117da66381d5aa7d27cf1ded,art_v1_77b174e47a109e4988eb19ddb14f2d9c8f84a1d41f7b4dddfdfa39325b570e65,democrat
12452,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_56b301f9de49c70e66e5e0db4e8774d9e1e3aa0257160fd40ff2869a52668a29,art_v1_bca6a12064127d63c5b080be3252aec3c0bb749e09a5af29679a12812087e30a,democrat
12453,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d356830ecff06ef412b729476801d21a3dd2a00cac5c08a26e06e8ab3549fa0e,art_v1_bca6a12064127d63c5b080be3252aec3c0bb749e09a5af29679a12812087e30a,democrat
12454,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f69eb014da6c84d3a8a20c8b2ba221db537982c921a8776fa1270897244def36,art_v1_bca6a12064127d63c5b080be3252aec3c0bb749e09a5af29679a12812087e30a,democrat
12455,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_578afff98d16f8cd6fb969618af5ae4d8b82129bc389c125ea79334da8ea105c,art_v1_bca6a12064127d63c5b080be3252aec3c0bb749e09a5af29679a12812087e30a,democrat
12456,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d40c78252c62b4d8bbd825da143b65d5c8970d9bcf94eae0186745373c8bf8ab,art_v1_bca6a12064127d63c5b080be3252aec3c0bb749e09a5af29679a12812087e30a,democrat
12457,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d4f3a5993d2699521e8698a757ee73f81094f57338d347946e853a3b855f5dbe,art_v1_5c2a5f8d7a25656255965da4d4fe65c3a85a3e440f2e2ace93b81cb16a8c9c53,democrat
12458,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2f156fa72ee8ddc8497a20af10616a775b030099cb0fc6d314f1c27e9f9dcac9,art_v1_5c2a5f8d7a25656255965da4d4fe65c3a85a3e440f2e2ace93b81cb16a8c9c53,democrat
12459,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dfb8a8cbd9aab83f36288eeb274e99d9e74da55473dd54840dd5603300314426,art_v1_ae0420693aeede8a7cb0dee27a2036fed524eee9db6db8092120efebee1e6335,democrat
12460,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_98935f9394df842a9cef9517128b5848ec389db56cd9287876a4e40ef84c5c6a,art_v1_ae0420693aeede8a7cb0dee27a2036fed524eee9db6db8092120efebee1e6335,democrat
12461,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_594e9530c86736cc2ce0d9dd9ee2db37b67a78f9106c56fcb2f6d8100e67472a,art_v1_3a2312b293553fd6727a9c57663dcc4a4f1e1f7759739508af988b7dbe1eb700,democrat
12462,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d2d59713b763309e877fe928d74f05b9e191f4e007a65e8002f566c642a18109,art_v1_3a2312b293553fd6727a9c57663dcc4a4f1e1f7759739508af988b7dbe1eb700,democrat
12463,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dbd2cf56ebd254917d250ad9cbfa00bd36e39a7392702a2fb6124f07e9d47a20,art_v1_e934ea6f9b5cf8e16f5e6c815c7c19df4d95e8283861d02f834341424132110d,democrat
12464,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_865b87ed3617758502736a24a62d91b948e1a26362b2f6db73cd5f57ad73abca,art_v1_88d0c829835295d280182b61c580fb7f5960969870af6923d824ac982c01ecea,democrat
12465,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_dbc7ebdcfbd4175f1f27682bd27afb881daaf57da5a7b5045722e498b90066f9,art_v1_9ef77ebb2c8d95c8ff8bc7282df87660e824d42574b43846e513fe89a222c22a,democrat
12466,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5de9b8c878cef3dc2471b52fdc9110e0c8165681b1ee734d133a52338a06cc2c,art_v1_9ef77ebb2c8d95c8ff8bc7282df87660e824d42574b43846e513fe89a222c22a,democrat
12467,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ba70f050f018ee6639f2817ffc4928a002f8f50193ee3f16a3bb62fa085f0454,art_v1_0908d1651a9a4facae180216b65bc3bf673c967c101933054db21806206ec528,democrat
12468,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_00f613237f24aee53137f6eedb4aa2c73d75e37ec7ecb34361fd11ead079306b,art_v1_0908d1651a9a4facae180216b65bc3bf673c967c101933054db21806206ec528,democrat
12469,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0cfcdc64895b7956eb689170260372ef55155bf4c394d8a5c90c63e9df27f8a2,art_v1_0908d1651a9a4facae180216b65bc3bf673c967c101933054db21806206ec528,democrat
12470,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b54070eeb51b581ecec40434b74f99b631699527fe699f2ed3b1e5b328405fed,art_v1_814e9bdb0dd01c044847f0887d760f7c1cebbef885c9124c2e1c9adf64390ca0,democrat
12471,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0aff1c2eab74cbdaf93049ff89c39d0e8db2d723b2c0b1f028bb3594228c7632,art_v1_a4feb4b0efbdde7b4400126b151eed1e7b52394974edb91172c2cabe5158a89e,republican
12472,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fb70a3c2bca4e8ebee7337cb723527c227a3f8f2b0c73cec3fe4956d576ef827,art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,republican
