replicate,ar_order,primary_fixed_order,phi,bic_ar0,bic_ar1,bic_preferred_ar_order,republican_intercept,republican_polarization,republican_time,democrat_intercept,democrat_polarization,democrat_time,polarization_effect_contrast
13,1,False,0.2096334396655715,521.4819324920669,522.1035141368773,0,37.17138248266228,-0.5344263340848708,-0.291217556116506,21.40647971984485,-0.2310999067030911,0.2957237836922965,-0.30332642738177973
14,0,True,0.0,525.9165771645586,529.4418620835667,0,39.965073529411775,-0.7443260474611415,-0.2822619322880037,20.81258355614974,-0.14657768578575064,0.17812514240335706,-0.5977483616753909
14,1,False,-0.004380352313619778,525.9165771645586,529.4418620835667,0,39.96505940612013,-0.746460276174087,-0.281026337227007,20.812830406092623,-0.14730414900179678,0.17844904091352345,-0.5991561271722902
15,0,True,0.0,519.7076847198033,522.8187191014537,0,40.981034080298805,-0.29247636660206805,-0.5765336927380724,19.65410937102114,-0.1373287984379342,0.10350269711427879,-0.15514756816413386
15,1,False,-0.0960454396788194,519.7076847198033,522.8187191014537,0,40.97703509831363,-0.34420539160524577,-0.5434101483267718,19.68515186473885,-0.1208202644145308,0.09853488512996503,-0.22338512719071496
16,0,True,0.0,511.97794249794805,515.3044011632802,0,40.42357968828558,-0.3658227121711621,-0.7761040415763757,20.56862745098039,-0.029235160387978385,0.29926725078017735,-0.33658755178318367
16,1,False,-0.06655605276244367,511.97794249794805,515.3044011632802,0,40.41994460619662,-0.41935838645154594,-0.7510283390220055,20.549576598386885,-0.016796402241195607,0.2916409580451314,-0.40256198421035033
17,0,True,0.0,527.8422388147504,530.3348031011665,0,37.01807646902462,-0.29307533613431963,-0.10590548029475902,20.053571428571434,-0.11401287772027371,0.14976022764379757,-0.17906245841404592
17,1,False,0.12520698608274908,527.8422388147504,530.3348031011665,0,37.01417309379843,-0.27169786075423624,-0.1277690060469335,20.039969368094766,-0.10027221792288134,0.14129255865947102,-0.17142564283135492
18,0,True,0.0,521.0782956789773,524.1757897446236,0,41.468025846702325,-0.6087147200204532,-0.6399248929434093,21.17075163398693,0.055132826770475304,-0.0007680195815971402,-0.6638475467909285
18,1,False,-0.09709239821890958,521.0782956789773,524.1757897446236,0,41.49324014455046,-0.6601479148111714,-0.6180785134315396,21.137140784647848,0.05756603366006398,-0.006521946243205802,-0.7177139484712354
19,0,True,0.0,518.0933067243832,519.9276331624067,0,37.99688852813853,0.26546688929802514,-0.6092469539183791,19.239583333333336,-0.2486175472894651,0.16713369640529982,0.5140844365874903
19,1,False,0.17918179687541608,518.0933067243832,519.9276331624067,0,38.124090279326595,0.30258221588629336,-0.649654836933359,19.24269605021368,-0.25946353322975724,0.18055570548963015,0.5620457491160507
20,0,True,0.0,524.7843357111464,527.0485717650429,0,38.204131652661076,0.6865168810351014,-0.8933131388439204,19.67953431372549,0.042131080874213876,0.017303509006877146,0.6443858001608875
